tag,config_id,variant,label,seed,run,offered,refused,received,pdr,goodput_kbps,delay_ms,jitter_ms,hops,control_packets,control_bytes,nrl
odr-ae61413f_n50_v10_p0_f10_d3d689e9_s1_r1,d3d689e9,odr-ae61413f,odr-ttl3,1,1,7188,0,6595,0.9175013912075681,150.39173530363695,18.55987717968158,14.697315110098709,3.404852160727824,8222,423900,1.246702047005307
odr-ae61413f_n50_v10_p0_f10_d3d689e9_s1_r2,d3d689e9,odr-ae61413f,odr-ttl3,1,2,7179,0,6732,0.9377350605933974,153.72812326282929,15.813907159833635,11.769364326093426,3.027926322043969,7286,374572,1.082293523469994
odr-ae61413f_n50_v10_p0_f10_d3d689e9_s1_r3,d3d689e9,odr-ae61413f,odr-ttl3,1,3,7182,0,6908,0.961849067112225,157.6832888260834,12.56877388535032,9.565576978834446,2.4432541980312683,5614,289540,0.8126809496236248
odr-ae61413f_n50_v10_p0_f10_d3d689e9_s1_r4,d3d689e9,odr-ae61413f,odr-ttl3,1,4,7182,0,6671,0.928849902534113,152.31075240424857,13.242145105681308,7.164344092478609,2.5664817868385548,5064,261264,0.7591065807225303
odr-ae61413f_n50_v10_p0_f10_d3d689e9_s1_r5,d3d689e9,odr-ae61413f,odr-ttl3,1,5,7183,0,7048,0.981205624390923,160.86429184686307,11.891068388195233,7.973578999715829,2.535896708286039,5052,260136,0.7167990919409761
odr-ae61413f_n50_v10_p0_f10_d3d689e9_s1_r6,d3d689e9,odr-ae61413f,odr-ttl3,1,6,7186,0,5965,0.8300862788755914,136.1448954101334,40.25114836546521,14.026696893366921,3.395641240569992,7204,371008,1.2077116512992456
odr-ae61413f_n50_v10_p0_f10_d3d689e9_s1_r7,d3d689e9,odr-ae61413f,odr-ttl3,1,7,7194,0,6903,0.9595496246872394,157.32113206657715,73.77702013617268,20.656593645727554,3.17847312762567,11023,567168,1.5968419527741562
odr-ae61413f_n50_v10_p0_f10_d3d689e9_s1_r8,d3d689e9,odr-ae61413f,odr-ttl3,1,8,7190,0,6723,0.9350486787204451,153.3086573146059,13.367980068421836,9.021597199463727,2.406961178045515,5092,262544,0.7573999702513758
odr-ae61413f_n50_v10_p0_f10_d3d689e9_s1_r9,d3d689e9,odr-ae61413f,odr-ttl3,1,9,7186,0,6782,0.9437795713888116,154.7342962852987,11.822152757298733,8.981571175428234,2.4941020347979945,5725,295324,0.8441462695370098
odr-ae61413f_n50_v10_p0_f10_d3d689e9_s1_r10,d3d689e9,odr-ae61413f,odr-ttl3,1,10,7186,0,7022,0.9771778458112997,160.22437061065614,20.064930219310742,12.8524857387336,3.007120478496155,8334,430080,1.1868413557391058
